,pl_orbper,pl_rade,pl_tranmid,pl_trandep,st_teff,st_rad,st_logg,ra,dec,target
4111,5.72716067,1.4,2454966.96409,310.9,4838.0,0.796,4.524,285.17334,48.770039,2
4112,407.59415,2.11,2455106.5955,462.4,6198.0,0.974,4.402,291.69104,38.61499,0
4113,10.30148508,1.6,2454967.88185,162.7,5887.0,1.235,4.292,293.98871,46.718021,1
4114,17.8007815,1.02,2454967.3839,44.5,6240.0,1.252,4.326,289.01178,51.376019,1
4115,358.101884,0.95,2455258.6837,114.0,5786.0,0.856,4.526,295.07507,44.382992,0
4116,1.717859841,1.45,2454965.92612,66.3,6694.0,1.732,4.084,290.81366,40.254875,1
4117,46.0771501,,2454976.6839655,,,,,291.36188,49.02198,0
4118,42.62423329,,2454989.1855401,,,,,291.36188,49.02198,0
4119,0.447861451,1.42,2454964.9752,265.4,5901.0,0.848,4.553,294.48499,38.352859,0
4120,7.3422467,1.6,2454964.55382,366.8,5573.0,0.839,4.562,295.21127,41.086971,1
4121,8.1134681,0.92,2454965.8253,40.5,6011.0,1.409,4.123,291.19507,40.702702,1
4122,3.036208739,1.4,2454967.06146,1820.5,3464.0,0.328,4.923,282.25021,44.921108,2
4123,18.0541469,1.51,2454980.7943,283.1,5505.0,0.909,4.501,290.58612,46.642689,2
4124,5.4675514,1.07,2454966.42478,87.2,5557.0,1.151,4.288,288.58835,42.605659,1
4125,1.01530474,64.77,2454964.517946,16445.0,6428.0,1.44,4.226,295.88568,39.31599,0
4126,94.180473,4.17,2455033.2662,1104.4,6997.0,1.0,4.475,293.20139,45.454399,0
4127,1.538185321,1.29,2454965.49067,277.2,5107.0,0.723,4.615,297.95297,40.806808,2
4128,1.332567643,0.62,2454965.04299,56.7,5687.0,0.79,4.582,295.22089,46.823879,0
4129,1.089076495,0.75,2454965.02703,43.7,6444.0,1.079,4.416,288.09009,46.322948,0
4130,1.662710314,2.16,2454965.44469,85.9,6028.0,2.244,3.842,296.20578,44.660446,0
4131,472.071079,2.01,2455143.7718,252.6,6186.0,1.253,4.358,293.72528,39.511971,0
4132,0.888478095,1.51,2454964.86943,340.4,5553.0,0.806,4.577,291.06168,51.404781,1
4133,2.18242002,0.7,2454965.39594,69.7,5808.0,0.786,4.583,293.42361,42.917641,0
4134,0.503999678,2.97,2454964.631544,975.6,4898.0,0.568,4.686,293.95221,45.31826,0
4135,2.66588544,0.98,2454964.6037,167.0,4965.0,0.771,4.536,291.98572,45.211441,0
4136,309.25581,2.18,2454969.2248,421.4,6060.0,1.057,4.419,291.7005,37.843731,1
4137,2.44232399,1.1,2454966.53724,229.0,4849.0,0.738,4.561,291.51819,47.139301,1
4138,7.61758198,1.0,2454970.50008,85.4,6202.0,1.072,4.401,291.40781,48.017891,2
4139,41.477908,1.09,2454977.9193,29.9,6935.0,1.918,3.95,289.75626,39.57645,0
4140,42.1003351,1.42,2454976.02827,214.0,5595.0,0.82,4.57,282.12888,44.303162,1
4141,2.20923119,0.84,2454964.90288,59.8,5991.0,1.092,4.375,285.51294,38.079739,2
4142,260.54832,1.35,2455051.5525,161.6,6412.0,1.04,4.44,298.00357,48.56424,0
4143,370.47678,2.37,2455140.4992,656.2,6050.0,0.896,4.525,288.79703,42.1689,0
4144,5.88350251,1.27,2454969.9451,217.7,5840.0,0.849,4.553,298.00293,43.35461,2
4145,0.662457501,8.3,2454964.90556,64.1,6425.0,2.16,3.862,296.2478,44.07679,0
4146,1.33258458,1.25,2454965.03624,127.0,6384.0,1.086,4.419,294.7005,46.573132,0
4147,1.182862515,1.26,2454964.97137,22.3,6017.0,2.639,3.699,283.85291,45.48526,1
4148,0.539915033,0.82,2454964.55207,97.0,5102.0,0.837,4.502,283.58762,40.574928,2
4149,372.54353,74.14,2454970.9147,1106.0,5561.0,0.836,4.557,291.79666,47.385929,0
4150,2.20829637,1.36,2454964.63091,87.9,6028.0,1.454,4.189,293.5423,43.0261,2
4151,0.849906734,0.59,2454964.6741,124.3,4296.0,0.505,4.733,293.28802,43.514992,2
4152,26.6565737,4.15,2454964.59433,163.4,5159.0,3.062,3.604,293.79684,45.160728,2
4153,4.4408541,1.74,2454968.2744,33.9,5159.0,3.062,3.604,293.79684,45.160728,1
4154,373.72257,67.13,2455011.1825,470.9,6004.0,1.008,4.45,286.53278,44.554569,0
4155,8.18504859,0.93,2454967.554,97.6,5984.0,0.906,4.521,296.51666,44.608608,2
4156,10.78438513,75.04,2454974.40685,233.6,5575.0,3.515,3.516,299.20667,45.64547,0
4157,10.42317343,1.07,2454968.15208,71.2,5767.0,1.135,4.287,288.66077,43.36808,2
4158,0.566804221,0.85,2454964.82656,166.0,5277.0,0.64,4.625,291.58682,42.827621,0
4159,2.022658,1.15,2454964.838,135.7,6091.0,0.967,4.487,293.6228,41.966492,0
4160,316.57747,1.47,2455069.5015,269.1,5822.0,0.898,4.529,294.73132,43.989361,0
4161,1.8679943,0.7,2454966.22986,73.4,5487.0,0.815,4.568,290.88486,39.115921,1
4162,8.9172863,1.39,2454972.6051,196.3,6210.0,0.986,4.467,296.896,48.04726,1
4163,0.519437968,20.48,2454964.78909,226.2,6181.0,1.006,4.464,299.08536,40.774529,0
4164,1.33807075,0.6,2454965.34756,20.2,6355.0,1.319,4.299,301.15656,44.379532,1
4165,1.105095798,0.89,2454965.55178,141.7,5296.0,0.752,4.604,293.82782,48.054241,0
4166,245.01902,1.98,2455101.1105,375.9,6167.0,1.01,4.451,290.62659,41.490959,0
4167,153.979362,2.53,2454998.491,792.5,5858.0,0.903,4.502,286.69522,40.291809,2
4168,10.2239787,24.43,2454968.4415,213.5,4673.0,16.823,2.412,286.77161,39.266941,0
4169,56.4148314,2.9,2454996.128,480.1,6325.0,1.112,4.409,294.33847,50.33654,2
4170,2.18079098,3.29,2454965.39262,83.2,6911.0,3.339,3.661,286.04739,38.979851,0
4171,20.9254083,1.26,2454967.8986,109.0,5821.0,1.21,4.283,289.18265,47.873379,2
4172,13.0600399,0.8,2454977.33107,106.8,5168.0,0.769,4.566,291.62878,41.208599,2
4173,0.641069613,0.86,2454965.14101,78.6,6077.0,0.961,4.451,299.60825,41.268341,0
4174,2.2430415,0.89,2454966.4408,101.1,5897.0,0.891,4.531,296.63315,39.327141,0
4175,1.21475168,5.5,2454964.7581,266.1,6732.0,3.276,3.632,299.08658,45.776821,0
4176,17.3731821,1.31,2454971.28747,71.7,6180.0,1.54,4.155,294.20984,46.479969,1
4177,1.97507424,1.08,2454965.3567,130.5,6065.0,0.947,4.495,296.81158,41.51569,1
4178,27.4784659,1.52,2454981.6101,83.2,5432.0,1.707,3.993,287.93719,46.418491,2
4179,244.86662,1.46,2454974.9596,289.5,5821.0,0.848,4.554,290.04114,42.10574,0
4180,1.30627214,0.87,2454965.0858,95.4,5513.0,0.862,4.543,294.99649,39.629921,0
4181,62.366706,1.88,2454975.3899,95.4,6749.0,1.9,4.031,287.39777,43.414341,0
4182,0.933732791,0.9,2454964.53707,96.9,5496.0,0.927,4.405,291.61646,48.775639,0
4183,53.106597,2.2,2454978.2776,82.4,7217.0,2.343,3.893,296.04196,48.681351,0
4184,360.15417,2.99,2455021.796,790.6,6065.0,1.061,4.452,287.25299,45.90934,0
4185,3.3879165,1.09,2454966.93645,78.6,5702.0,1.245,4.247,293.28015,46.560089,1
4186,1.42856815,0.64,2454965.81461,59.5,5979.0,0.822,4.557,290.44476,48.462891,0
4187,381.850599,3.59,2455129.4969,1702.0,5485.0,0.867,4.556,285.28363,38.947281,0
4188,10.81315417,1.46,2454964.65931,80.3,6380.0,1.46,4.24,286.62854,50.471272,0
4189,359.08368,29.15,2455248.3834,618.7,6256.0,0.932,4.493,291.18927,38.731159,0
4190,58.7488629,1.75,2455005.65025,473.6,5574.0,0.805,4.505,290.77655,47.64843,1
4191,3.74784374,1.08,2454967.19157,116.5,6122.0,0.996,4.471,290.97906,50.258148,0
4192,64.740274,1.35,2454982.9922,113.1,5999.0,1.177,4.263,286.77313,39.277531,1
4193,5.38299284,0.78,2454969.239,35.1,6256.0,1.293,4.27,299.09537,43.439098,1
4194,1.71028117,0.91,2454964.62619,111.6,5910.0,0.855,4.55,292.68515,41.905918,0
4195,2.0481582,1.16,2454965.17679,183.3,5799.0,0.86,4.548,292.02621,41.984119,1
4196,140.251943,1.84,2455008.137,567.7,4821.0,0.788,4.529,296.45776,41.266022,2
4197,14.7179342,1.25,2454968.6498,132.3,6102.0,1.018,4.449,295.09201,49.940079,1
4198,0.570828503,0.54,2454964.58958,174.4,3585.0,0.388,4.868,288.86853,39.496132,0
4199,134.4665,2.48,2455098.424,1032.0,4891.0,0.791,4.524,290.62686,41.4604,0
4200,0.909314811,0.99,2454964.72281,40.5,6508.0,1.447,4.163,292.61426,41.437229,0
4201,207.24785,1.56,2455046.03458,809.2,4339.0,0.553,4.711,284.56689,49.01255,2
4202,186.55347,1.86,2455006.0531,334.5,6187.0,1.006,4.446,287.56268,45.679008,0
4203,5.99078221,1.03,2454967.53899,69.9,5721.0,0.972,4.442,299.3028,41.441017,2
4204,14.0801852,1.04,2454970.3331,90.7,5984.0,1.089,4.421,290.27658,41.269341,0
4205,2.440839436,21.29,2454966.8407,509.5,4803.0,0.698,4.623,297.05902,49.4785,2
4206,23.6223571,1.07,2454979.9643,57.0,6144.0,1.393,4.149,285.70346,44.422001,2
4207,19.2527652,1.24,2454977.2659,138.5,6258.0,1.046,4.442,288.70859,46.018188,1
4208,3.28931936,50.51,2454966.90141,166.0,6335.0,1.072,4.427,296.06665,39.938011,0
4209,1.08195208,0.47,2454964.5252,33.6,5233.0,0.824,4.489,299.0098,46.684738,0
4210,0.512583041,1.07,2454964.77571,114.3,6077.0,0.999,4.471,295.46341,46.01123,0
4211,219.20579,2.66,2455160.891,207.8,6990.0,1.785,4.115,295.31512,39.141048,1
4212,2.29794819,0.98,2454964.49826,83.2,6371.0,1.072,4.426,294.69696,46.720188,2
4213,368.11581,2.11,2455060.4962,476.2,6122.0,0.964,4.487,286.78354,44.73737,0
4214,368.52466,3.05,2455069.3783,680.3,6343.0,1.137,4.411,286.58829,44.640411,0
4215,4.54586982,0.65,2454964.52442,76.5,5051.0,0.721,4.562,289.75229,41.634605,2
4216,3.48754109,0.72,2454967.16018,85.1,5252.0,0.783,4.593,292.02829,43.946362,1
4217,0.542498653,2.25,2454965.0117,54.9,8711.0,2.954,3.795,294.01822,38.226292,0
4218,8.0772455,2.61,2454965.649,79.2,5684.0,2.032,3.915,293.43478,41.716881,1
4219,364.08733,1.39,2455120.6056,372.0,5376.0,0.727,4.601,291.22043,43.574268,1
4220,21.5819776,0.91,2454979.0691,47.6,5601.0,1.342,4.144,289.61856,47.557968,0
4221,5.75651958,0.83,2454969.97726,65.3,6208.0,1.024,4.454,283.70471,47.385288,1
4222,91.95723,2.66,2455016.0248,308.4,5854.0,1.528,4.114,289.90417,38.651371,1
4223,7.51731745,1.19,2454970.59704,170.7,5525.0,0.923,4.488,298.75836,41.631031,1
4224,3.08723626,1.2,2454965.90519,101.9,6418.0,1.171,4.395,296.66855,43.540569,0
4225,0.592562969,25.97,2454964.9017,1546.4,5728.0,0.804,4.575,291.91415,37.807819,0
4226,44.6966177,2.46,2454988.6611,257.3,5929.0,1.518,4.123,295.59735,43.596401,1
4227,8.5275894,1.28,2454970.2755,112.5,6469.0,1.193,4.385,291.12744,47.938801,1
4228,3.07714195,1.08,2454966.4849,34.2,6108.0,1.336,4.251,291.88797,43.649811,1
4229,3.83488354,1.2,2454968.08701,243.0,5515.0,0.775,4.592,295.36145,45.914841,1
4230,31.97181,0.95,2454966.8728,117.4,5632.0,0.853,4.554,292.14804,44.70414,0
4231,5.81289843,0.93,2454964.5613,76.3,6175.0,1.041,4.41,285.56747,38.040691,0
4232,6.44173995,1.41,2454969.77753,107.7,6088.0,1.339,4.225,298.91083,42.18504,0
4233,0.631106722,0.63,2454964.89801,49.2,5400.0,0.898,4.443,295.66672,43.37035,0
4234,176.17377,1.76,2454977.8337,349.9,5957.0,0.937,4.506,290.57632,41.546188,0
4235,114.336052,2.09,2455049.7966,239.8,5802.0,1.316,4.218,290.14655,39.665821,2
4236,0.63938062,51.53,2454964.894673,308.0,6607.0,1.204,4.363,293.52997,45.66433,0
4237,8.8233996,1.13,2454969.8921,104.6,5602.0,1.121,4.269,285.59543,40.679722,1
4238,0.566801045,1.42,2454964.79795,188.3,6106.0,0.982,4.405,292.93552,42.824871,0
4239,0.992799002,40.12,2454964.70842,1653.0,6217.0,0.989,4.472,293.94012,40.447189,0
4240,1.5184181,1.85,2454965.138,196.8,6302.0,1.269,4.259,289.87506,43.420959,2
4241,0.96807117,0.72,2454965.44697,104.8,5367.0,0.687,4.639,300.23587,44.76952,0
4242,3.55661906,0.72,2454966.4975,23.3,6018.0,1.458,4.081,297.09583,46.211021,0
4243,40.0691482,13.25,2454976.73713,784.1,5485.0,0.762,4.575,299.01312,41.329311,1
4244,11.6933447,1.12,2454975.6574,66.9,6049.0,1.354,4.248,289.77954,41.214409,1
4245,0.56256804,0.63,2454964.72497,4.5,9005.0,2.773,3.84,293.72,39.446449,0
4246,8.79991878,224.56,2454965.88614,869.1,8092.0,3.267,3.725,289.26575,40.255482,0
4247,4.02745396,0.98,2454966.12194,85.2,6174.0,1.041,4.398,300.6496,44.05574,1
4248,4.96061094,0.59,2454968.32139,20.4,6117.0,1.298,4.244,283.35046,45.339111,1
4249,349.03703,2.27,2455164.8869,777.0,5583.0,0.824,4.559,290.16418,41.782631,0
4250,177.8135,1.83,2455038.1936,417.7,5822.0,0.898,4.529,294.12762,43.975128,0
4251,1.4733245,1.03,2454965.85599,124.0,5751.0,0.921,4.431,297.60236,40.803219,1
4252,101.952048,1.31,2455039.3499,152.5,6210.0,1.054,4.407,297.27087,46.928421,2
4253,2.41795911,0.53,2454965.5063,100.5,4623.0,0.534,4.719,291.20007,39.053982,0
4254,183.854867,2.4,2455044.4887,520.6,6225.0,1.031,4.45,294.91486,43.862431,0
4255,5.93218209,1.39,2454968.63378,205.3,5843.0,0.977,4.474,296.77414,40.793282,1
4256,96.384483,2.41,2454977.86825,591.0,5919.0,1.0,4.485,284.68292,41.592411,1
4257,6.05552018,0.92,2454964.59851,134.6,5352.0,0.805,4.585,295.47382,39.124561,1
4258,12.4418003,0.57,2454967.6507,78.4,4926.0,0.662,4.653,283.21274,45.349861,2
4259,54.333582,1.7,2454977.7536,152.0,5500.0,1.221,4.228,285.15942,47.88274,1
4260,4.11754421,1.02,2454965.79189,34.3,6263.0,1.726,4.024,287.6376,46.204411,1
4261,293.60581,1.37,2455206.1896,165.3,6167.0,1.064,4.444,290.0632,41.81522,0
4262,2.78801663,0.91,2454965.5612,14.0,7523.0,2.206,3.986,298.96481,44.45277,0
4263,3.94660745,1.4,2454965.24892,309.4,5376.0,0.806,4.576,284.87134,49.775909,2
4264,4.99473798,0.82,2454969.1785,99.5,5406.0,0.819,4.569,282.61804,46.787521,0
4265,122.749053,6.13,2455003.9953,1041.2,5619.0,0.976,4.488,292.98517,46.506569,1
4266,4.37992345,0.81,2454966.99121,15.5,6311.0,1.918,3.993,288.59967,46.031712,1
4267,368.48518,1.98,2455007.9473,301.8,6140.0,1.096,4.354,287.08252,46.104069,0
4268,169.894419,2.66,2455034.4552,178.7,6382.0,1.961,3.94,288.84711,39.934311,0
4269,26.190289,1.05,2454976.22089,51.8,6434.0,1.441,4.208,297.77899,39.776001,0
4270,203.511886,2.07,2455162.4945,167.1,6967.0,1.565,4.193,296.17621,43.931751,0
4271,3.70858595,1.33,2454967.47308,305.4,5420.0,0.771,4.596,291.64294,37.632408,1
4272,9.4527721,1.3,2454968.7805,197.3,5973.0,0.857,4.547,290.7377,45.725368,1
4273,4.3638313,1.08,2454968.33772,194.1,5623.0,0.763,4.596,287.50766,44.31424,1
4274,6.18943952,0.65,2454967.78,83.2,5051.0,0.721,4.562,289.75229,41.634605,2
4275,6.83006228,1.09,2454968.76099,187.4,5807.0,0.8,4.576,289.26697,51.751221,1
4276,17.1622587,22.42,2454981.6441,312.2,5729.0,0.939,4.509,294.22134,39.989521,1
4277,5.19898615,1.04,2454966.05317,136.8,6058.0,0.867,4.54,298.78278,48.312809,1
4278,8.70179611,1.37,2454971.24633,304.1,5295.0,0.8,4.548,295.90503,45.40543,2
4279,14.74426,8.1,2454968.04,113.6,6146.0,0.987,4.454,301.56284,44.240391,1
4280,0.933747395,1.24,2454964.51671,30.9,5574.0,2.174,3.818,292.79254,47.576721,0
4281,58.873429,76.18,2454986.9076,226470.0,7078.0,1.568,4.192,295.49011,39.105862,0
4282,14.1166583,238.66,2454969.3632,449.3,6526.0,2.238,3.883,297.85822,41.330231,0
4283,35.0175053,2.13,2454972.8496,292.0,5944.0,1.123,4.293,292.35605,39.11945,1
4284,47.3128645,3.71,2454979.3073,217.4,5749.0,1.876,4.002,286.35922,42.227482,2
4285,29.6990126,1.93,2454968.6251,93.3,6382.0,1.961,3.94,288.84711,39.934311,0
4286,6.1082945,1.06,2454964.8756,61.1,6720.0,1.289,4.316,295.17538,45.930908,2
4287,119.72007,1.26,2455008.8762,115.6,5963.0,1.176,4.321,291.16129,38.710602,0
4288,1.27839331,0.86,2454965.0902,19.5,7758.0,1.918,4.106,294.46487,39.725391,0
4289,7.545922037,0.68,2454967.4902954,22.2,5788.0,1.376,4.178,288.39529,39.872627,2
4290,0.58675746,19.91,2454964.75424,143.8,5942.0,0.938,4.506,287.82877,42.061642,0
4291,22.599501,0.96,2454985.9112,76.9,6335.0,1.087,4.375,296.29056,44.42326,1
4292,373.74856,4.45,2455138.2558,797.8,6343.0,1.137,4.411,292.26291,46.430641,0
4293,20.8822079,3.63,2454984.6953,1107.0,5780.0,1.0,4.438,300.9288,44.356293,0
4294,7.28171395,2.59,2454970.30085,111.6,4970.0,1.806,3.924,299.13779,43.498638,2
4295,8.0386699,1.18,2454968.3098,142.0,6018.0,0.975,4.485,290.51785,41.238762,0
4296,44.9851885,2.09,2454983.5703,617.8,5295.0,0.8,4.548,295.90503,45.40543,2
4297,6.67410577,1.62,2454969.9407,160.9,5949.0,1.041,4.389,295.7023,43.900928,0
4298,374.92478,1.67,2455098.3585,610.0,4407.0,0.69,4.593,290.35947,41.552052,0
4299,5.89089509,1.54,2454965.43645,267.7,5869.0,0.942,4.513,284.6134,48.37347,1
4300,4.13029832,1.44,2454966.5272,325.3,5490.0,0.81,4.557,291.2941,41.91283,1
4301,4.60690612,0.9,2454968.19221,137.5,5529.0,0.775,4.583,284.65338,42.48835,0
4302,1.50178705,0.93,2454964.56426,86.7,5964.0,0.987,4.471,295.19534,39.92725,0
4303,0.499664962,0.5,2454964.62724,34.3,5570.0,0.855,4.561,289.74673,50.99371,0
4304,17.4453935,32.01,2454968.7609,501.7,6260.0,1.063,4.433,291.9281,41.968441,0
4305,201.325036,1.98,2455007.7724,125.4,6120.0,1.699,4.093,292.93643,46.753021,1
4306,5.59346375,1.43,2454964.50752,236.5,5874.0,0.933,4.498,288.44839,49.714031,1
4307,3.44928111,1.23,2454966.38221,237.0,5119.0,0.781,4.591,291.45734,37.206841,1
4308,1.4725859,0.93,2454965.92731,84.4,6077.0,0.999,4.471,287.64566,48.638821,0
4309,2.97607935,1.1,2454965.953,130.4,5547.0,0.865,4.534,291.21246,50.45356,0
4310,37.9043889,1.97,2454996.7386,98.2,5303.0,1.964,3.87,290.25931,46.885109,1
4311,1.44438449,1.08,2454965.75645,75.4,6667.0,1.213,4.358,294.04175,39.457371,0
4312,6.88297756,0.77,2454967.16424,30.4,6117.0,1.298,4.244,283.35046,45.339111,1
4313,8.7963166,1.36,2454967.3262,96.5,5780.0,1.0,4.438,283.83884,40.421974,1
4314,2.049602348,1.08,2454965.32639,186.1,5356.0,0.78,4.589,289.18149,51.562538,1
4315,53.285584,1.44,2455005.297,158.6,6015.0,1.057,4.297,283.57269,41.695728,1
4316,5.8943338,0.61,2454967.10692,28.9,5929.0,1.145,4.357,288.34488,49.021938,1
4317,8.119343,1.5,2454968.1862,350.4,5490.0,0.81,4.557,291.2941,41.91283,1
4318,7.74347801,0.62,2454968.09417,77.8,5051.0,0.721,4.562,289.75229,41.634605,2
4319,18.0071438,1.05,2454971.31266,80.8,6173.0,1.167,4.314,291.09943,44.545689,1
4320,5.60473115,1.11,2454964.62861,210.0,5401.0,0.777,4.593,286.33011,39.683182,2
4321,132.778041,10.38,2455021.4972,9036.0,5780.0,1.0,4.438,288.53769,43.258904,0
4322,2.49915311,1.02,2454966.08978,179.2,4705.0,0.72,4.572,294.3735,40.65144,1
4323,184.568,1.53,2455006.6314,409.9,5680.0,0.75,4.595,294.43747,44.180901,0
4324,105.997107,1.83,2454977.41965,430.8,6068.0,0.831,4.565,295.6709,47.830399,1
4325,2.48882685,1.05,2454965.12332,80.2,6246.0,1.092,4.433,293.26266,46.30888,0
4326,367.19796,1.08,2454967.1748,146.1,6054.0,0.889,4.525,291.73361,47.109161,0
4327,6.30432354,1.23,2454970.29688,40.0,6728.0,1.836,3.987,293.37381,44.727982,1
4328,17.6604653,1.76,2454970.3914,309.2,5910.0,0.94,4.505,293.05508,47.606739,0
4329,3.38419892,1.2,2454964.9355,228.2,5613.0,0.795,4.581,292.96661,39.899639,1
4330,1.69999106,0.55,2454964.6296,95.6,4289.0,0.554,4.684,289.05286,46.67593,0
4331,1.19260017,0.77,2454965.66994,58.0,5600.0,1.013,4.349,298.08716,42.164349,1
4332,4.2059745,0.75,2454965.2828,41.2,5960.0,1.163,4.291,298.4985,41.08337,0
4333,216.456055,3.61,2455008.3753,1002.8,5645.0,1.155,4.299,283.69351,40.018021,1
4334,0.566803216,0.54,2454964.80982,20.2,6473.0,1.182,4.33,291.78796,42.834099,0
4335,365.13981,1.86,2454989.6413,531.0,5610.0,0.815,4.564,290.51251,43.10128,0
4336,37.809539,1.79,2454991.4002,487.4,5595.0,0.82,4.57,289.77826,38.262741,0
4337,381.18654,2.29,2454969.2434,985.0,4977.0,0.734,4.607,282.24762,45.930779,0
4338,12.003678,0.97,2454967.71007,281.7,4328.0,0.594,4.654,291.69516,49.187859,1
4339,5.17624997,1.31,2454966.7381,78.7,5578.0,1.497,4.088,296.51205,49.72776,2
4340,370.62071,2.12,2455144.1842,344.3,6432.0,1.136,4.382,288.74072,49.543018,0
4341,0.589458602,0.98,2454964.82156,158.4,5286.0,0.776,4.517,295.45059,50.54211,0
4342,3.91794676,0.94,2454965.86384,116.5,5500.0,0.87,4.547,291.25027,45.655071,2
4343,6.0059966,0.73,2454966.404,39.2,6103.0,1.16,4.331,290.60806,37.801891,1
4344,4.22426989,0.35,2454965.3611,13.6,5735.0,0.883,4.501,296.33688,43.60009,1
4345,330.906041,2.05,2455086.8224,740.0,5461.0,0.769,4.589,285.66843,45.374771,1
4346,56.3479517,1.06,2454996.3795,43.6,5843.0,1.471,4.086,287.31485,39.538181,1
4347,0.614701901,0.82,2454965.08465,131.6,4954.0,0.724,4.563,296.20569,44.498989,0
4348,0.934181579,0.79,2454965.39492,12.1,7624.0,2.152,4.029,292.77634,38.39397,0
4349,19.9778599,1.07,2454968.165,83.4,6392.0,1.162,4.399,286.56033,48.893051,1
4350,379.65261,1.2,2455117.965,82.3,6471.0,1.302,4.141,289.2247,40.260818,0
4351,17.543847,1.15,2454971.9151,196.3,5957.0,0.791,4.579,287.06534,37.899479,1
4352,3.8183717,1.39,2454966.90812,50.8,6738.0,1.692,4.109,295.24191,43.972599,1
4353,1.215181097,0.87,2454964.50904,39.7,6717.0,1.365,4.268,295.85498,44.301601,0
4354,21.5324915,1.47,2454964.87749,100.5,6737.0,1.41,4.228,295.85782,41.415691,0
4355,3.74779583,1.06,2454967.2022,88.5,6341.0,1.111,4.409,291.06143,50.22694,0
4356,9.07829171,3.69,2454971.25933,530.9,5086.0,1.611,4.002,291.58875,44.907509,1
4357,0.91842238,16.07,2454964.5859,162.9,5288.0,0.74,4.613,289.72168,45.439758,0
4358,373.43233,1.48,2455130.3505,166.7,6146.0,1.141,4.303,289.5531,41.056931,0
4359,9.74048508,0.95,2454967.87916,121.4,5051.0,0.721,4.562,289.75229,41.634605,2
4360,397.73781,2.2,2455004.6552,460.8,6194.0,1.02,4.457,294.85272,43.686459,0
4361,5.35745121,1.65,2454964.62784,78.2,6123.0,1.86,3.982,298.45123,46.620861,0
4362,2.16132662,0.5,2454964.90236,112.2,3754.0,0.43,4.818,291.54214,48.991192,0
4363,6.41097179,1.4,2454965.9844,233.5,5383.0,0.933,4.486,296.22168,39.405762,1
4364,6.76289308,1.21,2454968.6771,50.9,6547.0,1.63,4.122,286.54364,45.304871,2
4365,75.2116373,2.83,2455035.30222,362.6,5818.0,1.5,4.165,291.51758,49.43462,1
4366,6.36283414,1.12,2454964.8069,159.4,5955.0,0.883,4.534,285.22415,40.958931,1
4367,7.53737498,0.93,2454968.80956,41.1,6483.0,1.436,4.206,286.51355,45.038044,1
4368,1.09844642,1.73,2454965.4402,45.0,6403.0,2.391,3.772,298.90598,47.611359,0
4369,25.94947,1.22,2454981.9734,238.3,5348.0,0.748,4.609,293.73605,38.940041,0
4370,7.57600886,0.54,2454968.6293,49.0,5361.0,0.774,4.588,293.29279,41.997589,1
4371,1.8789138,1.9,2454966.06338,30.2,8046.0,3.339,3.704,297.23672,40.034039,0
4372,41.8681996,1.25,2454979.9767,150.7,5852.0,0.837,4.559,292.51468,38.02206,2
4373,0.514771509,0.57,2454964.94435,43.4,5730.0,0.87,4.545,298.22543,40.783989,0
4374,8.61742738,1.01,2454966.50863,154.9,5009.0,0.84,4.491,292.46387,41.299068,2
4375,35.945188,1.5,2454979.6937,72.6,6578.0,1.744,4.087,288.23523,40.612839,0
4376,5.00749378,1.68,2454967.69035,56.6,5242.0,2.243,3.644,291.39969,44.473099,0
4377,196.436796,2.33,2455006.692,631.9,5462.0,0.946,4.452,286.37827,43.07325,2
4378,8.8303681,1.32,2454967.80059,296.2,5051.0,0.706,4.628,282.19565,47.105679,1
4379,12.85755895,1.23,2454974.85597,106.5,5860.0,1.156,4.276,294.30099,39.519058,1
4380,0.566810643,0.52,2454964.80277,45.6,5776.0,0.758,4.598,291.27859,42.53738,0
4381,33.502923,1.08,2454991.6469,70.9,5999.0,1.177,4.263,286.77313,39.277531,1
4382,148.568877,5.97,2454972.60402,404.4,5814.0,2.985,3.68,288.01013,46.978519,1
4383,9.3335486,1.69,2454970.6177,71.2,5354.0,1.863,3.927,295.21426,45.324509,1
4384,262.477098,1.92,2455006.1293,1016.0,4227.0,0.62,4.641,290.16943,41.54974,0
4385,2.21030572,1.06,2454966.57674,92.0,6355.0,1.09,4.418,286.83643,46.288509,0
4386,9.54060855,1.75,2454964.91276,462.0,5271.0,0.831,4.522,288.87082,50.815559,1
4387,5.99321872,1.23,2454966.6359,203.2,5853.0,0.868,4.544,296.52655,39.49091,0
4388,1.80926734,0.89,2454965.6883,98.0,5897.0,0.891,4.531,298.54257,40.51479,1
4389,0.70544189,1.04,2454964.6954,133.5,5838.0,0.897,4.529,289.97791,50.668259,0
4390,0.981399749,1.21,2454965.12493,158.3,6038.0,0.898,4.524,290.3602,44.273361,0
4391,5.04413987,1.18,2454965.51986,172.0,4954.0,0.828,4.5,290.46512,47.92918,1
4392,0.933728755,0.72,2454964.54241,13.5,6652.0,1.863,4.036,292.83698,47.55394,0
4393,12.607591424,1.61,2454969.8554856,79.5,6047.0,1.002,4.47,295.30386,43.059681,0
4394,5.3694084,0.62,2454966.8117,40.0,5753.0,0.869,4.538,284.73474,39.045361,1
4395,5.65690281,0.74,2454964.5761,32.2,5687.0,1.32,4.191,287.67059,43.197239,1
4396,0.734573766,0.86,2454964.59872,68.4,5602.0,1.051,4.325,300.94925,45.247952,0
