,pl_orbper,pl_rade,pl_tranmid,pl_trandep,st_teff,st_rad,st_logg,ra,dec,target
0,9.48803557,2.26,2455003.53875,615.8,5455.0,0.927,4.467,291.93423,48.141651,2
1,54.4183827,2.83,2454995.51384,874.8,5455.0,0.927,4.467,291.93423,48.141651,2
2,19.89913995,14.6,2455008.850252,10829.0,5853.0,0.868,4.544,297.00482,48.134129,1
3,1.736952453,33.46,2455003.307565,8079.2,5805.0,0.791,4.564,285.53461,48.28521,0
4,2.525591777,2.75,2455004.59555,603.3,6031.0,1.046,4.438,288.75488,48.2262,2
5,11.09432054,3.9,2455004.20116,1517.5,6046.0,0.972,4.486,296.28613,48.22467,2
6,4.13443512,2.77,2455005.97937,686.0,6046.0,0.972,4.486,296.28613,48.22467,2
7,2.56658897,1.59,2455012.55437,226.5,6046.0,0.972,4.486,296.28613,48.22467,2
8,7.36178958,39.21,2454965.25053,233.7,6227.0,1.958,3.986,298.86435,42.151569,0
9,16.06864674,5.76,2455006.621937,4914.3,5031.0,0.848,4.485,286.99948,48.37579,2
10,2.470613377,13.04,2454955.763305,14231.0,5820.0,0.964,4.457,286.80847,49.316399,2
11,2.204735417,16.1,2454954.3585417,6674.7,6440.0,1.952,4.019,292.24728,47.969521,2
12,3.522498429,14.59,2454954.1194228,9145.7,6225.0,1.451,4.169,281.28812,42.45108,2
13,3.709214104,1.16,2454966.98318,131.1,5833.0,1.022,4.407,295.64871,48.49556,2
14,11.521446064,150.51,2455003.839688,17984.0,5795.0,0.848,4.554,297.07993,47.597401,0
15,19.40393776,7.18,2455005.484253,8918.7,5043.0,0.68,4.591,289.25821,47.635319,0
16,19.221388942,49.29,2455017.5521637,74284.0,6117.0,0.947,4.496,295.81454,47.69035,0
17,16.46983774,7.94,2455013.881761,10479.0,5152.0,0.786,4.517,297.15442,47.668701,0
18,9.27358173,2.47,2455006.258155,1288.3,4856.0,0.696,4.583,288.13824,47.724449,2
19,6.02930329,2.85,2455004.602959,1912.7,4537.0,0.672,4.648,283.71088,47.86327,2
20,2.696370652,1.58,2455003.73769,397.9,4989.0,0.819,4.504,283.76547,47.804298,0
21,5.349553819,2.55,2455004.80694,831.0,5185.0,0.91,4.44,292.37613,47.880989,2
22,3.94105221,1.7,2454969.08662,363.3,5185.0,0.91,4.44,292.37613,47.880989,2
23,8.10904807,1.3,2454965.8031,217.4,5185.0,0.91,4.44,292.37613,47.880989,2
24,386.6030528,41.5,2454999.342079,24927.0,5543.0,1.58,4.081,292.27374,37.671558,0
25,21.67699193,2.95,2455004.53594,857.2,4954.0,0.828,4.5,290.46512,47.92918,2
26,4.99677968,2.78,2455004.74208,934.7,5339.0,0.847,4.552,297.80826,47.946671,2
27,4.280963604,2.3,2455004.89659,750.8,5644.0,0.831,4.564,294.26581,49.314091,2
28,1.50635409,4.53,2455003.998064,2211.7,5714.0,0.831,4.563,295.66522,49.351009,0
29,670.645531,14.14,2455042.04355,18091.0,5520.0,0.983,4.466,296.69861,49.316479,0
30,61.2563628,39.87,2455006.83826,5123.3,6144.0,1.091,4.402,283.72592,49.479519,0
31,38.3775486,2.82,2455005.82048,724.2,5481.0,1.036,4.369,291.72202,49.480869,2
32,41.19725502,3.86,2454998.00404,2213.9,5031.0,0.848,4.485,286.99948,48.37579,2
33,6.252962249,2.65,2455004.30126,1036.9,5031.0,0.848,4.485,286.99948,48.37579,2
34,16.01308419,3.1,2455009.3608,1121.9,5015.0,0.826,4.499,297.02563,48.478588,2
35,32.62876672,3.36,2455027.1019,1804.8,5586.0,0.798,4.56,285.71854,48.505859,2
36,91.7732862,2.12,2455026.8378,652.0,5586.0,0.798,4.56,285.71854,48.505859,2
37,4.959319244,12.21,2455005.2585292,9802.0,5712.0,1.082,4.359,292.16705,48.727589,2
38,2.701287801,6.54,2455003.69579,860.4,5550.0,0.91,4.468,297.92365,48.777321,0
39,4.49876511,2.1,2455004.34905,460.0,6075.0,0.969,4.486,298.45685,48.791592,2
40,19.651209505,12.42,2455012.401981,11766.0,6074.0,1.063,4.391,291.0939,48.933842,0
41,5.412203927,2.94,2454966.143089,601.6,5779.0,1.087,4.339,287.88733,46.276241,2
42,41.43958662,5.5,2455041.93203,2793.1,5468.0,1.046,4.367,295.55505,49.017342,2
43,8.35389523,2.52,2455004.63257,1041.6,5592.0,0.787,4.582,285.49924,49.277351,2
44,4.125543472,4.43,2455002.752585,1487.3,6174.0,1.103,4.417,291.93616,49.253979,2
45,2.816504904,12.21,2455003.9676846,16814.0,5532.0,0.955,4.452,297.01547,49.225288,2
46,33.93373447,7.34,2455019.67608,8503.7,5040.0,0.705,4.628,284.17233,49.360722,0
47,3.689920099,1.89,2455003.36571,426.7,5880.0,0.917,4.518,291.62241,50.61824,2
48,4.431238488,3.25,2455004.015,1010.9,5714.0,1.015,4.428,295.81616,51.121738,2
49,11.37936986,3.95,2454966.84992,1023.5,5714.0,1.015,4.428,295.81616,51.121738,2
50,26.39432897,3.07,2455009.05459,1510.9,5129.0,0.763,4.595,289.39972,51.25032,2
51,13.57078281,2.64,2454969.279194,511.7,5854.0,1.012,4.406,300.86398,44.337551,2
52,7.12594387,1.79,2454972.00492,192.4,5779.0,1.087,4.339,287.88733,46.276241,2
53,7.442652004,15.03,2455002.9717797,24446.0,6108.0,0.956,4.469,288.98682,49.733742,0
54,16.38489988,2.0,2455005.72782,1127.1,4126.0,0.615,4.661,286.73804,49.97575,2
55,7.8774163,2.16,2455009.3759,1306.1,4126.0,0.615,4.661,286.73804,49.97575,2
56,36.4454001,1.99,2454984.60125,1122.3,4126.0,0.615,4.661,286.73804,49.97575,2
57,3.728732147,6.02,2455004.793255,5226.5,5497.0,0.809,4.577,290.78574,50.054119,2
58,40.4195037,7.51,2455006.56469,6256.0,5446.0,0.781,4.507,294.31686,50.080231,1
59,2.243380573,1.99,2455003.679233,821.7,4149.0,0.564,4.698,285.17621,50.149818,2
60,10.405998015,11.23,2455010.197466,14489.0,5746.0,0.924,4.393,289.23553,50.241001,0
61,2.337437946,2.34,2455004.761982,971.2,5005.0,0.765,4.595,293.83331,50.23035,2
62,7.2406612,19.45,2454970.75545,556.4,5005.0,0.765,4.595,293.83331,50.23035,1
63,3.43591631,0.55,2454965.6624,23.2,5779.0,1.087,4.339,287.88733,46.276241,1
64,11.59822233,2.65,2455013.395376,2804.5,3688.0,0.473,4.79,296.22195,50.28722,2
65,6.575315881,5.31,2455006.634044,2793.3,5992.0,0.989,4.415,290.09805,50.321609,2
66,7.275040844,4.86,2455002.994217,3001.0,5485.0,0.867,4.556,295.45529,50.49456,2
67,19.27153892,1.93,2455019.77093,1219.8,4077.0,0.56,4.702,293.97336,50.53191,2
68,10.06524317,1.91,2454969.28906,1053.3,4077.0,0.56,4.702,293.97336,50.53191,2
69,12.3935651,2.66,2455011.74725,916.6,5557.0,0.75,4.603,296.02133,50.56778,2
70,43.84439721,2.87,2454984.93538,615.2,5854.0,1.012,4.406,300.86398,44.337551,2
71,3.341913228,21.55,2455004.63943,725.3,5295.0,0.811,4.551,292.31595,38.27029,0
72,1.626630225,32.43,2455002.820171,1620.6,5735.0,0.973,4.41,294.36819,38.31028,0
73,2.711504086,3.12,2455003.03417,837.5,6214.0,1.076,4.442,291.65353,38.494659,2
74,7.21203748,3.32,2455005.81782,950.4,6214.0,1.076,4.442,291.65353,38.494659,2
75,14.1798187,1.88,2455004.50237,459.9,5799.0,0.878,4.539,291.0448,51.321671,0
76,8.47237911,2.59,2455007.16212,1123.5,5354.0,0.788,4.587,296.36652,51.319519,2
77,60.4189369,2.36,2455014.16367,931.3,5354.0,0.788,4.587,296.36652,51.319519,2
78,12.611904345,7.4,2455013.892284,6105.6,5795.0,0.919,4.508,289.11221,51.737381,2
79,1.433769925,46.58,2455003.403536,1976.3,6017.0,1.339,4.22,290.84369,37.728828,0
80,10.31872301,28.59,2455006.31543,871.7,5927.0,1.06,4.409,291.84891,37.713501,0
81,2.539183147,2.06,2455002.67494,382.1,5519.0,1.062,4.35,291.43997,37.905659,2
82,6.770300385,2.77,2455003.57662,1304.0,5653.0,0.679,4.656,290.87051,38.273628,2
83,0.444291966,27.51,2455002.865406,10967.0,5255.0,0.636,4.678,290.99689,38.28492,0
84,10.181584004,7.73,2455010.141891,5741.1,5988.0,0.836,4.541,291.28195,38.241669,1
85,20.06036336,1.96,2454980.46554,1494.7,3950.0,0.493,4.754,286.07913,39.27832,2
86,46.1842039,1.83,2454998.23729,1394.7,3950.0,0.493,4.754,286.07913,39.27832,2
87,23.9800854,1.31,2454980.537,104.0,5854.0,1.012,4.406,300.86398,44.337551,2
88,7.82502168,1.2,2454969.54995,520.8,3950.0,0.493,4.754,286.07913,39.27832,2
89,3.895936525,7.34,2455003.527552,8544.8,5557.0,0.774,4.592,294.65524,39.308361,2
90,22.36646466,2.32,2455008.45862,986.8,5395.0,0.734,4.615,294.71063,39.52174,2
91,1.625522174,9.73,2455003.8266564,7969.0,5539.0,1.106,4.322,293.87192,38.422939,2
92,19.620346923,13.6,2455014.881819,21725.0,5710.0,0.905,4.492,293.81619,38.563568,1
93,7.544039,17.47,2455004.7982,322.6,5657.0,0.824,4.567,293.94116,38.601101,0
94,9.02930689,2.57,2455010.20422,1019.8,5349.0,0.82,4.526,290.33362,38.72823,2
95,10.328035714,13.28,2455007.581054,16918.0,5627.0,1.024,4.359,287.69675,38.886452,0
96,143.2063047,8.9,2454987.23552,10566.0,5485.0,0.867,4.556,285.28363,38.947281,2
97,6.164876,0.79,2454968.63916,55.8,5854.0,1.012,4.406,300.86398,44.337551,2
98,60.32494216,12.19,2455076.892578,20280.0,5485.0,0.867,4.556,285.28363,38.947281,2
99,29.1598615,1.91,2454983.69922,488.0,5485.0,0.867,4.556,285.28363,38.947281,2
100,1.540397253,25.69,2455003.50479,816.1,5663.0,0.915,4.53,286.92639,38.921631,0
101,2.99025443,1.7,2455004.9834,589.2,4667.0,0.731,4.578,287.74881,38.92955,0
102,1.594745374,11.3,2455003.6483505,15044.0,5934.0,0.893,4.491,285.21381,39.027481,2
103,4.783002698,2.5,2455003.508434,1008.7,5170.0,0.807,4.574,287.09399,39.060719,2
104,20.50588921,3.41,2455014.43428,2105.5,4905.0,0.761,4.544,289.31543,39.153278,2
105,3.340218842,2.03,2455004.979062,1632.6,3950.0,0.493,4.754,286.07913,39.27832,2
106,2.507089906,30.26,2455004.002455,1339.2,5926.0,0.939,4.506,295.37805,40.493401,0
107,18.64932728,3.12,2455007.771,893.6,5775.0,1.053,4.405,290.46176,40.562462,2
108,4.90144976,1.7,2454971.60548,140.7,5847.0,1.402,4.191,297.02826,48.208611,2
109,9.75192101,2.76,2454971.78608,418.0,5775.0,1.053,4.405,290.46176,40.562462,2
110,38.5576546,4.02,2454996.85063,993.0,5775.0,1.053,4.405,290.46176,40.562462,2
111,3.525632539,11.58,2455003.0479951,22335.0,5150.0,0.793,4.572,290.58173,40.5774,2
112,34.84398644,7.61,2455005.633252,4523.6,5509.0,0.871,4.482,285.92001,39.624828,1
113,7.748094239,5.52,2455007.997206,2472.1,5973.0,1.085,4.439,294.4899,39.771439,2
114,23.96793669,1.8,2455019.22182,1182.3,3747.0,0.524,4.728,283.86639,39.898079,2
115,8.29561738,1.82,2454968.79284,824.3,3747.0,0.524,4.728,283.86639,39.898079,2
116,8.11437482,2.1,2455009.33968,1558.0,3692.0,0.517,4.753,288.81201,40.033401,2
117,38.036729482,27.5,2455029.934947,82872.0,5575.0,0.932,4.521,294.14789,40.055538,0
118,4.64090031,30.09,2455006.64638,2450.6,6463.0,0.826,4.5,295.11371,40.071171,1
119,3.747838198,13.65,2455004.66504,616.0,5514.0,0.826,4.569,291.06152,50.265129,0
120,14.74914825,2.89,2454971.77799,430.2,5847.0,1.402,4.191,297.02826,48.208611,2
121,21.81295996,3.38,2455007.01085,1175.4,5601.0,0.999,4.41,294.77686,40.15374,2
122,7.91936937,10.34,2455005.181092,15148.0,5690.0,0.776,4.588,283.53845,40.217999,0
123,1.028436523,72.77,2455003.228582,8098.0,6228.0,0.99,4.428,296.00699,40.295429,1
124,15.37562369,11.01,2455006.61402,15337.0,4986.0,0.833,4.496,283.25354,40.358189,2
125,8.10363271,2.11,2455009.9486,887.9,4861.0,0.732,4.574,283.22141,40.421829,2
126,4.71510843,1.46,2454967.96178,417.5,4861.0,0.732,4.574,283.22141,40.421829,2
127,6.365839713,2.44,2455004.13575,780.7,5776.0,0.849,4.554,291.14951,40.420521,2
128,5.97581754,3.86,2455007.77602,962.4,6108.0,0.997,4.471,294.22397,40.417858,0
129,2.446737317,26.25,2455003.66951,1177.9,5764.0,0.863,4.548,298.96112,40.862808,0
130,3.04033046,8.99,2455002.9490106,10859.0,5035.0,0.791,4.519,299.3161,40.82238,2
131,15.33528675,5.0,2455007.00278,3081.4,5251.0,0.817,4.581,292.23676,41.08588,2
132,7.95825328,1.06,2454970.80219,50.0,5847.0,1.402,4.191,297.02826,48.208611,2
133,31.33046135,6.5,2454986.43031,5073.8,5251.0,0.817,4.581,292.23676,41.08588,2
134,3.9043425,12.28,2455006.393734,16228.0,5810.0,0.898,4.526,294.05676,40.549679,0
135,9.286358079,17.61,2455004.8214689,44791.0,5670.0,0.821,4.523,294.74396,40.53392,0
136,3.951405455,31.44,2455006.276125,2453.9,6046.0,0.869,4.539,295.50439,40.505489,0
137,23.65369415,7.89,2455004.376107,3341.8,5739.0,1.384,4.191,287.89713,40.637821,2
138,13.23352214,3.06,2454973.32196,504.6,5739.0,1.384,4.191,287.89713,40.637821,2
139,6.15560285,2.32,2454967.81656,285.0,5739.0,1.384,4.191,287.89713,40.637821,2
140,2.090811305,1.62,2454967.17462,115.9,5739.0,1.384,4.191,287.89713,40.637821,2
141,3.180027898,1.53,2454966.49863,120.3,5847.0,1.402,4.191,297.02826,48.208611,2
142,50.4467417,2.67,2455011.5014,370.3,5739.0,1.384,4.191,287.89713,40.637821,2
143,11.76307164,2.35,2455013.93613,1037.3,4959.0,0.756,4.603,294.20215,40.66341,2
144,56.2279271,2.37,2454965.29259,862.7,4959.0,0.756,4.603,294.20215,40.66341,2
145,2.384052875,17.06,2455004.58362,1268.1,4794.0,0.701,4.58,299.64285,40.691238,0
146,7.953547,2.25,2455007.66224,875.4,4768.0,0.779,4.536,291.15878,40.750271,2
147,4.14451656,1.48,2454968.92831,391.8,4768.0,0.779,4.536,291.15878,40.750271,2
148,4.859386384,38.33,2455006.011469,6044.3,6072.0,0.988,4.47,292.21436,40.759762,0
149,10.526294577,8.24,2455009.522462,9768.0,5386.0,0.793,4.553,293.87811,41.66177,2
150,4.583520948,5.39,2455002.973972,3812.1,5815.0,0.877,4.54,299.18686,41.74268,2
151,3.76181843,2.66,2455004.90364,510.6,5653.0,0.949,4.472,283.31638,41.83712,2
152,8.20396958,3.01,2455002.69138,1024.4,5015.0,0.826,4.499,286.5657,41.808399,2
153,14.49645186,3.01,2454976.41659,647.5,5015.0,0.826,4.499,286.5657,41.808399,2
154,6.54626149,2.19,2454966.85964,655.9,5251.0,0.817,4.581,292.23676,41.08588,2
155,12.71809866,2.31,2455008.35526,1149.4,4702.0,0.686,4.592,292.91312,41.060921,2
156,36.06588163,2.64,2455031.58423,1563.8,4702.0,0.686,4.592,292.91312,41.060921,2
157,4.190425659,6.21,2455004.44122,2877.4,6073.0,1.135,4.392,293.49661,41.137589,2
158,3.709870784,4.35,2455004.987982,2020.3,5727.0,0.978,4.463,283.86441,41.346458,2
159,16.3297527,3.75,2455010.29506,1187.5,5878.0,0.987,4.444,288.51001,41.301769,2
160,27.807566216,13.84,2455019.713552,25391.0,5862.0,0.785,4.584,296.88821,41.396091,2
161,80.8723469,7.59,2455036.895,3604.6,5510.0,1.238,4.222,287.1543,41.565788,2
162,3.166465862,26.82,2455005.002627,4357.2,4968.0,0.704,4.575,284.86929,41.679192,0
163,24.99324319,2.29,2454971.68167,269.6,5718.0,1.317,4.181,287.36279,38.649601,2
164,10.35533116,2.47,2455003.93729,750.6,5501.0,0.918,4.462,288.9942,41.633282,2
165,16.08518937,3.68,2455013.28319,1442.4,5239.0,0.826,4.523,292.10519,42.380322,2
166,235.9986399,10.59,2455041.399822,20715.0,4245.0,0.657,4.627,293.00797,42.307201,1
167,7.49018305,2.56,2455007.95037,1123.6,5103.0,0.787,4.562,291.63898,42.436321,2
168,36.2761238,3.03,2455034.2869,1572.6,5103.0,0.787,4.562,291.63898,42.436321,2
169,17.46087931,2.32,2454970.26594,812.4,5103.0,0.787,4.562,291.63898,42.436321,2
170,56.0560754,1.94,2455034.16578,1626.0,3593.0,0.491,4.757,289.50848,41.812119,2
171,41.408316686,11.38,2455028.78745,22839.0,5522.0,0.747,4.586,291.76041,41.944069,2
172,39.74893077,14.21,2455005.854644,15179.0,6122.0,0.964,4.487,293.17929,41.969238,1
173,5.715425977,2.47,2455007.87931,908.1,5237.0,0.826,4.572,285.11047,42.033958,2
174,49.18394185,8.2,2454974.911924,1646.2,5626.0,2.057,3.907,294.55917,46.062328,2
175,20.0261412,2.28,2454979.91109,421.2,5237.0,0.826,4.572,285.11047,42.033958,2
176,13.61014819,19.02,2455006.987319,5732.9,5697.0,0.903,4.46,289.89777,42.009151,1
177,10.44331991,2.66,2455008.4046,1159.8,4947.0,0.802,4.516,286.24356,42.148811,0
178,2.237489571,1.41,2455003.81914,315.8,5265.0,0.81,4.58,290.00757,42.116459,2
179,5.851520671,14.62,2455006.8228336,33004.0,5532.0,0.806,4.53,284.08731,42.233231,0
180,3.167893418,2.62,2455005.147959,781.2,5895.0,0.94,4.503,293.81647,42.212502,2
181,4.311780262,3.11,2455006.576483,1154.0,5527.0,0.927,4.484,287.24268,42.301369,2
182,20.0504494,2.69,2455021.08821,840.9,5527.0,0.927,4.484,287.24268,42.301369,2
183,9.76734503,2.67,2455019.57718,569.1,5527.0,0.927,4.484,287.24268,42.301369,2
184,119.0207044,8.98,2455055.236492,7430.5,5453.0,1.062,4.342,291.58377,42.36816,1
185,190.3200468,7.78,2455145.68498,1141.7,5626.0,2.057,3.907,294.55917,46.062328,2
186,2.861159894,4.37,2455004.648106,1014.3,6126.0,1.021,4.458,291.67172,42.343109,0
187,26.44439337,3.91,2455027.12074,1843.5,5427.0,0.929,4.463,292.87338,42.966141,2
188,51.53997972,5.51,2455007.055011,3644.3,5427.0,0.929,4.463,292.87338,42.966141,2
189,5.902245782,2.43,2454969.78393,702.3,5427.0,0.929,4.463,292.87338,42.966141,2
190,2.382951591,1.86,2454968.080841,391.6,5427.0,0.929,4.463,292.87338,42.966141,2
191,21.02250608,3.07,2455040.67593,1772.5,5067.0,0.75,4.585,294.90973,42.935261,2
192,3.219814777,1.69,2454966.00406,488.2,5103.0,0.787,4.562,291.63898,42.436321,2
193,5.912273234,1.73,2455005.184012,961.4,4072.0,0.57,4.696,292.13702,42.42942,2
194,8.98581901,1.65,2455008.68418,881.3,4072.0,0.57,4.696,292.13702,42.42942,2
195,12.940668656,22.94,2455012.423014,42450.0,5875.0,0.809,4.572,291.11969,42.507069,1
196,20.5452375,2.41,2454970.91394,218.5,5670.0,1.264,4.206,294.40192,50.172089,0
197,33.60123371,8.46,2455019.680343,7425.9,5149.0,0.93,4.447,289.26874,42.604172,2
198,6.76652928,1.97,2454971.0637,450.7,5149.0,0.93,4.447,289.26874,42.604172,2
199,4.347288783,2.36,2455005.23343,451.6,5754.0,1.122,4.345,291.96417,42.69614,2
200,4.601811819,2.35,2455002.98108,755.9,4986.0,0.833,4.496,296.48343,42.663429,2
201,11.18719905,1.55,2454970.17814,353.6,4986.0,0.833,4.496,296.48343,42.663429,2
202,4.220965778,2.62,2455003.622433,2260.0,3837.0,0.517,4.747,296.69394,42.62611,2
203,6.998099523,588.66,2455004.898913,20285.0,5612.0,0.829,4.566,287.88412,42.832439,0
204,5.95489993,2.33,2455003.955871,1410.7,4261.0,0.633,4.641,293.63696,42.82497,2
205,12.03987488,2.18,2455014.22536,1250.6,4261.0,0.633,4.641,293.63696,42.82497,2
206,20.83762895,1.42,2454965.08488,439.0,4261.0,0.633,4.641,293.63696,42.82497,2
207,8.8111022,63.66,2454969.4568,401.1,6200.0,2.404,3.8,294.46088,38.383461,0
208,23.58917143,3.16,2455006.81994,1200.7,4919.0,0.721,4.566,297.46002,42.83992,2
209,6.481633073,2.54,2454955.977657,298.5,5945.0,1.302,4.213,290.39273,40.28487,2
210,10.37168928,3.2,2455005.61729,1254.9,5121.0,0.888,4.457,290.39322,43.363899,2
211,3.96996298,1.78,2454970.75447,299.2,5121.0,0.888,4.457,290.39322,43.363899,2
212,4.40841331,2.66,2455005.18582,549.4,6007.0,0.961,4.457,292.96555,43.34639,2
213,7.9426176,4.68,2455007.52563,1590.7,5811.0,0.926,4.521,299.00143,43.399632,0
214,226.8904775,4.53,2455040.35971,3136.4,5067.0,0.75,4.585,294.90973,42.935261,2
215,1.956811408,21.58,2455003.694208,24905.0,5209.0,0.603,4.657,295.83536,42.943062,0
216,2.688899233,12.04,2455003.1020904,37492.0,4820.0,0.639,4.667,296.68307,42.967869,1
217,9.439459486,4.16,2455010.186096,3036.1,5097.0,0.779,4.597,288.64252,43.039291,2
218,11.523067458,3.13,2454964.969055,507.3,5644.0,1.411,4.162,284.48245,44.398041,2
219,20.47748843,2.92,2455011.66786,1382.4,5097.0,0.779,4.597,288.64252,43.039291,2
220,3.336123113,1.74,2454968.31623,516.3,5097.0,0.779,4.597,288.64252,43.039291,2
221,8.01078456,1.72,2455003.20739,1333.6,3713.0,0.47,4.779,294.77393,43.056301,2
222,12.07134205,1.29,2454976.45948,759.2,3713.0,0.47,4.779,294.77393,43.056301,2
223,20.99587872,1.3,2454985.31554,767.3,3713.0,0.47,4.779,294.77393,43.056301,2
224,7.41113177,2.45,2455008.34754,620.5,5849.0,0.919,4.517,295.65149,43.029831,2
225,1.000747038,4.14,2455002.974229,1823.5,5472.0,0.79,4.499,297.97513,43.164909,0
226,8.884922995,10.51,2455002.991686,16053.0,5332.0,0.843,4.5,291.1376,36.577381,2
227,8.09888906,8.95,2455009.623731,6911.1,6214.0,1.076,4.442,282.69952,43.272739,2
228,10.00653012,3.52,2455009.96898,936.1,6063.0,1.001,4.47,283.63077,43.379398,2
229,17.855221681,13.16,2454979.596466,9065.2,6823.0,1.367,4.308,297.45374,41.01099,2
230,12.732624065,4.87,2455009.939054,6465.7,3950.0,0.541,4.721,285.16748,43.876339,1
231,83.92494032,4.78,2455069.76334,7958.7,3960.0,0.509,4.746,287.85239,43.897991,1
232,5.007316661,6.96,2455006.433997,6932.3,5865.0,0.827,4.563,295.53613,43.884449,2
233,2.211116989,1.85,2455003.150139,724.2,4500.0,0.646,4.656,285.16833,44.026459,2
234,27.9541337,1.9,2455011.73791,942.5,4500.0,0.646,4.656,285.16833,44.026459,2
235,12.69104387,2.57,2454970.12594,252.1,5869.0,1.626,4.024,292.92914,48.60281,2
236,4.409409243,10.95,2455004.89433,12861.0,5600.0,0.975,4.368,296.41019,43.455391,0
237,16.23947096,4.14,2455008.569907,2590.7,5191.0,0.837,4.564,293.0614,43.58136,2
238,6.308201629,2.96,2455007.047661,1328.5,5191.0,0.837,4.564,293.0614,43.58136,2
239,2.052349884,13.12,2455002.890622,14281.0,5855.0,1.08,4.393,299.56189,43.503559,2
240,9.7704486,2.23,2455008.71372,1897.8,3906.0,0.509,4.73,282.23251,43.66563,2
241,5.169804269,1.66,2455005.63153,1037.4,3906.0,0.509,4.73,282.23251,43.66563,2
242,21.22261195,2.48,2454970.57403,366.0,5945.0,1.302,4.213,290.39273,40.28487,2
243,20.09017037,2.25,2454980.97788,1432.1,3906.0,0.509,4.73,282.23251,43.66563,2
244,7.11373257,1.16,2455007.32351,807.6,3561.0,0.411,4.855,296.98505,43.65852,2
245,3.306551643,0.91,2454967.37211,509.2,3561.0,0.411,4.855,296.98505,43.65852,2
246,15.36845737,1.11,2454980.38965,756.1,3561.0,0.411,4.855,296.98505,43.65852,2
247,13.81020318,4.56,2455005.33533,1309.7,5942.0,1.142,4.327,281.96063,43.70311,2
248,4.093578461,2.85,2455004.00954,538.6,6077.0,0.999,4.471,290.26328,44.55645,2
249,105.145959,3.43,2455011.367,685.4,6077.0,0.999,4.471,290.26328,44.55645,2
250,10.8484518,2.34,2455004.80584,1675.6,4201.0,0.591,4.682,295.57935,44.545959,2
251,6.66833241,1.18,2454970.43988,362.3,4201.0,0.591,4.682,295.57935,44.545959,2
252,4.082274889,10.55,2455002.6375652,17859.0,5655.0,0.794,4.581,284.83047,44.658138,2
253,3.886655224,1.87,2455002.73814,581.6,5662.0,0.738,4.61,288.72665,44.60751,1
254,42.1406089,1.85,2454972.0604,895.5,4500.0,0.646,4.656,285.16833,44.026459,2
255,4.617490562,1.62,2454968.04909,575.8,4500.0,0.646,4.656,285.16833,44.026459,2
256,10.19849255,1.75,2454970.92067,634.1,4500.0,0.646,4.656,285.16833,44.026459,2
257,5.795063956,4.33,2455005.697467,1692.9,5865.0,0.827,4.563,296.50754,44.036072,0
258,7.15681552,2.47,2455007.13511,867.0,5029.0,0.838,4.494,289.59476,44.141949,2
259,17.64830851,2.43,2454966.54533,763.3,5029.0,0.838,4.494,289.59476,44.141949,2
260,4.14810719,1.08,2454966.3881,175.2,5029.0,0.838,4.494,289.59476,44.141949,2
261,16.51410989,2.72,2455009.11686,973.5,5527.0,0.866,4.488,296.56622,44.105862,2
262,30.1329298,3.14,2455023.38336,1015.8,5527.0,0.866,4.488,296.56622,44.105862,2
263,4.79090809,1.36,2454969.31106,251.3,5527.0,0.866,4.488,296.56622,44.105862,2
264,31.71981013,3.09,2454975.82083,363.4,5869.0,1.626,4.024,292.92914,48.60281,2
265,99.6415962,2.64,2455031.68664,952.5,5527.0,0.866,4.488,296.56622,44.105862,2
266,4.708326451,10.6,2455004.446507,7912.7,5560.0,1.21,4.246,298.63565,44.17094,2
267,16.37198661,540.37,2455005.75926,4147.6,4187.0,0.592,4.656,298.67862,44.175499,0
268,5.392026903,2.68,2455004.72707,1151.4,5198.0,0.801,4.589,284.43051,44.48053,2
269,2.494170338,2.42,2455003.852848,863.7,5569.0,0.829,4.566,284.75943,45.599129,1
270,6.491682808,9.66,2455007.633553,7163.3,6123.0,1.107,4.413,285.55481,45.578861,2
271,3.044770796,24.54,2455005.01916,1695.0,5525.0,0.753,4.603,293.68494,45.51683,0
272,3.855603916,13.61,2455003.6787843,16653.0,6033.0,1.046,4.46,296.39316,45.568562,2
273,3.855599139,3.57,2455003.67957,1030.9,5936.0,0.965,4.501,296.39542,45.56992,0
274,38.47876629,13.26,2454984.852812,23530.0,5510.0,0.879,4.539,288.90222,49.370491,2
275,37.601661282,27.22,2455027.713383,59130.0,6140.0,1.096,4.354,282.30603,44.714661,0
276,3.314947362,3.94,2455004.313058,1398.2,5609.0,0.944,4.481,293.45483,44.792789,2
277,6.71969089,4.37,2455006.35776,969.7,5931.0,0.866,4.479,301.04956,44.706299,0
278,39.6431552,10.98,2455039.596798,15664.0,5231.0,0.9,4.455,283.97751,44.811562,2
279,51.42598578,29.66,2455006.535933,66068.0,6257.0,1.147,4.41,290.63898,44.806789,0
280,21.80451611,2.6,2455023.49737,1144.9,5481.0,0.708,4.629,291.71732,44.88731,2
281,10.28194593,2.53,2455008.33988,1110.7,5196.0,0.775,4.593,291.84198,44.858089,2
282,18.11993039,2.95,2455015.61535,1506.9,5196.0,0.775,4.593,291.84198,44.858089,2
283,3.78402867,1.7,2454966.28133,426.1,5196.0,0.775,4.593,291.84198,44.858089,2
284,5.15448142,2.94,2455004.6389,697.5,5431.0,0.884,4.457,294.84689,45.034409,2
285,33.80364366,20.7,2455035.259731,13494.0,5855.0,1.796,3.999,297.47586,41.114288,0
286,5.743469797,3.13,2455007.898924,1240.2,5897.0,0.891,4.531,291.09235,45.115528,2
